AÑO;MES;MUNICIPIO;DATO
2003;febrero;Agaete;535
2003;marzo;Agaete;554
2003;abril;Agaete;573
2003;mayo;Agaete;608
2003;junio;Agaete;627
2003;julio;Agaete;628
2003;agosto;Agaete;627
2003;septiembre;Agaete;640
2003;octubre;Agaete;665
2003;noviembre;Agaete;684
2003;diciembre;Agaete;702
2004;enero;Agaete;729
2004;febrero;Agaete;769
2004;marzo;Agaete;780
2004;abril;Agaete;793
2004;mayo;Agaete;815
2004;junio;Agaete;761
2004;julio;Agaete;744
2004;agosto;Agaete;723
2004;septiembre;Agaete;755
2004;octubre;Agaete;726
2004;noviembre;Agaete;755
2004;diciembre;Agaete;764
2005;enero;Agaete;773
2005;febrero;Agaete;780
2005;marzo;Agaete;801
2005;abril;Agaete;829
2005;mayo;Agaete;849
2005;junio;Agaete;865
2005;julio;Agaete;835
2005;agosto;Agaete;850
2005;septiembre;Agaete;817
2005;octubre;Agaete;817
2005;noviembre;Agaete;812
2005;diciembre;Agaete;781
2006;enero;Agaete;763
2006;febrero;Agaete;787
2006;marzo;Agaete;803
2006;abril;Agaete;739
2006;mayo;Agaete;722
2006;junio;Agaete;740
2006;julio;Agaete;727
2006;agosto;Agaete;724
2006;septiembre;Agaete;726
2006;octubre;Agaete;803
2006;noviembre;Agaete;858
2006;diciembre;Agaete;870
2007;enero;Agaete;886
2007;febrero;Agaete;900
2007;marzo;Agaete;918
2007;abril;Agaete;917
2007;mayo;Agaete;932
2007;junio;Agaete;942
2007;julio;Agaete;936
2007;agosto;Agaete;935
2007;septiembre;Agaete;940
2007;octubre;Agaete;935
2007;noviembre;Agaete;937
2007;diciembre;Agaete;911
2008;enero;Agaete;919
2008;febrero;Agaete;903
2008;marzo;Agaete;905
2008;abril;Agaete;913
2008;mayo;Agaete;901
2008;junio;Agaete;877
2008;julio;Agaete;910
2008;agosto;Agaete;878
2008;septiembre;Agaete;887
2008;octubre;Agaete;882
2008;noviembre;Agaete;886
2008;diciembre;Agaete;881
2009;enero;Agaete;882
2009;febrero;Agaete;909
2009;marzo;Agaete;921
2009;abril;Agaete;906
2009;mayo;Agaete;887
2009;junio;Agaete;866
2009;julio;Agaete;852
2009;agosto;Agaete;853
2009;septiembre;Agaete;838
2009;octubre;Agaete;843
2009;noviembre;Agaete;840
2009;diciembre;Agaete;833
2010;enero;Agaete;856
2010;febrero;Agaete;821
2010;marzo;Agaete;790
2010;abril;Agaete;754
2010;mayo;Agaete;754
2010;junio;Agaete;748
2010;julio;Agaete;774
2010;agosto;Agaete;808
2010;septiembre;Agaete;833
2010;octubre;Agaete;834
2010;noviembre;Agaete;824
2010;diciembre;Agaete;810
2011;enero;Agaete;777
2011;febrero;Agaete;775
2011;marzo;Agaete;757
2011;abril;Agaete;750
2011;mayo;Agaete;742
2011;junio;Agaete;724
2011;julio;Agaete;709
2011;agosto;Agaete;710
2011;septiembre;Agaete;725
2011;octubre;Agaete;767
2011;noviembre;Agaete;763
2011;diciembre;Agaete;733
2012;enero;Agaete;724
2012;febrero;Agaete;720
2012;marzo;Agaete;695
2012;abril;Agaete;694
2012;mayo;Agaete;699
2012;junio;Agaete;686
2012;julio;Agaete;682
2012;agosto;Agaete;671
2012;septiembre;Agaete;689
2012;octubre;Agaete;706
2012;noviembre;Agaete;671
2012;diciembre;Agaete;663
2013;enero;Agaete;692
2013;febrero;Agaete;681
2013;marzo;Agaete;682
2013;abril;Agaete;675
2013;mayo;Agaete;641
2013;junio;Agaete;637
2003;enero;Ag�imes;2278
2003;febrero;Ag�imes;2375
2003;marzo;Ag�imes;2451
2003;abril;Ag�imes;2582
2003;mayo;Ag�imes;2736
2003;junio;Ag�imes;2807
2003;julio;Ag�imes;2756
2003;agosto;Ag�imes;2759
2003;septiembre;Ag�imes;2823
2003;octubre;Ag�imes;2931
2003;noviembre;Ag�imes;3122
2003;diciembre;Ag�imes;3209
2004;enero;Ag�imes;3439
2004;febrero;Ag�imes;3667
2004;marzo;Ag�imes;3840
2004;abril;Ag�imes;3934
2004;mayo;Ag�imes;3944
2004;junio;Ag�imes;3970
2004;julio;Ag�imes;3947
2004;agosto;Ag�imes;3900
2004;septiembre;Ag�imes;3873
2004;octubre;Ag�imes;3817
2004;noviembre;Ag�imes;3826
2004;diciembre;Ag�imes;3820
2005;enero;Ag�imes;3988
2005;febrero;Ag�imes;4003
2005;marzo;Ag�imes;4100
2005;abril;Ag�imes;4197
2005;mayo;Ag�imes;4219
2005;junio;Ag�imes;4283
2005;julio;Ag�imes;4158
2005;agosto;Ag�imes;4161
2005;septiembre;Ag�imes;4073
2005;octubre;Ag�imes;4020
2005;noviembre;Ag�imes;3967
2005;diciembre;Ag�imes;4019
2006;enero;Ag�imes;4041
2006;febrero;Ag�imes;4026
2006;marzo;Ag�imes;4041
2006;abril;Ag�imes;3991
2006;mayo;Ag�imes;4017
2006;junio;Ag�imes;4020
2006;julio;Ag�imes;4032
2006;agosto;Ag�imes;4020
2006;septiembre;Ag�imes;4037
2006;octubre;Ag�imes;4153
2006;noviembre;Ag�imes;4181
2006;diciembre;Ag�imes;4233
2007;enero;Ag�imes;4287
2007;febrero;Ag�imes;4377
2007;marzo;Ag�imes;4446
2007;abril;Ag�imes;4602
2007;mayo;Ag�imes;4686
2007;junio;Ag�imes;4609
2007;julio;Ag�imes;4569
2007;agosto;Ag�imes;4548
2007;septiembre;Ag�imes;4596
2007;octubre;Ag�imes;4459
2007;noviembre;Ag�imes;4492
2007;diciembre;Ag�imes;4439
2008;enero;Ag�imes;4478
2008;febrero;Ag�imes;4543
2008;marzo;Ag�imes;4511
2008;abril;Ag�imes;4624
2008;mayo;Ag�imes;4681
2008;junio;Ag�imes;4689
2008;julio;Ag�imes;4717
2008;agosto;Ag�imes;4524
2008;septiembre;Ag�imes;4550
2008;octubre;Ag�imes;4549
2008;noviembre;Ag�imes;4513
2008;diciembre;Ag�imes;4295
2009;enero;Ag�imes;4313
2009;febrero;Ag�imes;4476
2009;marzo;Ag�imes;4460
2009;abril;Ag�imes;4504
2009;mayo;Ag�imes;4478
2009;junio;Ag�imes;4543
2009;julio;Ag�imes;4563
2009;agosto;Ag�imes;4550
2009;septiembre;Ag�imes;4569
2009;octubre;Ag�imes;4400
2009;noviembre;Ag�imes;4369
2009;diciembre;Ag�imes;4146
2010;enero;Ag�imes;4169
2010;febrero;Ag�imes;4109
2010;marzo;Ag�imes;4014
2010;abril;Ag�imes;4189
2010;mayo;Ag�imes;4140
2010;junio;Ag�imes;4164
2010;julio;Ag�imes;3907
2010;agosto;Ag�imes;3869
2010;septiembre;Ag�imes;3967
2010;octubre;Ag�imes;3938
2010;noviembre;Ag�imes;3902
2010;diciembre;Ag�imes;3911
2011;enero;Ag�imes;4126
2011;febrero;Ag�imes;4100
2011;marzo;Ag�imes;4048
2011;abril;Ag�imes;4023
2011;mayo;Ag�imes;4002
2011;junio;Ag�imes;3941
2011;julio;Ag�imes;3895
2011;agosto;Ag�imes;3724
2011;septiembre;Ag�imes;3826
2011;octubre;Ag�imes;3771
2011;noviembre;Ag�imes;3824
2011;diciembre;Ag�imes;3630
2012;enero;Ag�imes;3659
2012;febrero;Ag�imes;3686
2012;marzo;Ag�imes;3661
2012;abril;Ag�imes;3633
2012;mayo;Ag�imes;3531
2012;junio;Ag�imes;3552
2012;julio;Ag�imes;3510
2012;agosto;Ag�imes;3509
2012;septiembre;Ag�imes;3584
2012;octubre;Ag�imes;3572
2012;noviembre;Ag�imes;3506
2012;diciembre;Ag�imes;3466
2013;enero;Ag�imes;3482
2013;febrero;Ag�imes;3438
2013;marzo;Ag�imes;3405
2013;abril;Ag�imes;3420
2013;mayo;Ag�imes;3386
2013;junio;Ag�imes;3341
2003;enero;Antigua;604
2003;febrero;Antigua;608
2003;marzo;Antigua;661
2003;abril;Antigua;683
2003;mayo;Antigua;710
2003;junio;Antigua;729
2003;julio;Antigua;689
2003;agosto;Antigua;664
2003;septiembre;Antigua;727
2003;octubre;Antigua;783
2003;noviembre;Antigua;806
2003;diciembre;Antigua;821
2004;enero;Antigua;846
2004;febrero;Antigua;875
2004;marzo;Antigua;922
2004;abril;Antigua;954
2004;mayo;Antigua;940
2004;junio;Antigua;932
2004;julio;Antigua;876
2004;agosto;Antigua;882
2004;septiembre;Antigua;907
2004;octubre;Antigua;875
2004;noviembre;Antigua;888
2004;diciembre;Antigua;896
2005;enero;Antigua;937
2005;febrero;Antigua;923
2005;marzo;Antigua;912
2005;abril;Antigua;936
2005;mayo;Antigua;943
2005;junio;Antigua;902
2005;julio;Antigua;865
2005;agosto;Antigua;848
2005;septiembre;Antigua;955
2005;octubre;Antigua;977
2005;noviembre;Antigua;924
2005;diciembre;Antigua;918
2006;enero;Antigua;965
2006;febrero;Antigua;945
2006;marzo;Antigua;945
2006;abril;Antigua;890
2006;mayo;Antigua;924
2006;junio;Antigua;903
2006;julio;Antigua;908
2006;agosto;Antigua;908
2006;septiembre;Antigua;917
2006;octubre;Antigua;942
2006;noviembre;Antigua;1016
2006;diciembre;Antigua;1002
2007;enero;Antigua;1034
2007;febrero;Antigua;1020
2007;marzo;Antigua;1031
2007;abril;Antigua;1045
2007;mayo;Antigua;1064
2007;junio;Antigua;1071
2007;julio;Antigua;1046
2007;agosto;Antigua;1029
2007;septiembre;Antigua;1025
2007;octubre;Antigua;1054
2007;noviembre;Antigua;1080
2007;diciembre;Antigua;1067
2008;enero;Antigua;1091
2008;febrero;Antigua;1098
2008;marzo;Antigua;1089
2008;abril;Antigua;1101
2008;mayo;Antigua;1046
2008;junio;Antigua;1031
2008;julio;Antigua;1026
2008;agosto;Antigua;1035
2008;septiembre;Antigua;1034
2008;octubre;Antigua;1039
2008;noviembre;Antigua;1043
2008;diciembre;Antigua;1005
2009;enero;Antigua;1031
2009;febrero;Antigua;1040
2009;marzo;Antigua;1029
2009;abril;Antigua;993
2009;mayo;Antigua;971
2009;junio;Antigua;904
2009;julio;Antigua;867
2009;agosto;Antigua;843
2009;septiembre;Antigua;872
2009;octubre;Antigua;884
2009;noviembre;Antigua;880
2009;diciembre;Antigua;884
2010;enero;Antigua;894
2010;febrero;Antigua;891
2010;marzo;Antigua;865
2010;abril;Antigua;862
2010;mayo;Antigua;839
2010;junio;Antigua;806
2010;julio;Antigua;782
2010;agosto;Antigua;794
2010;septiembre;Antigua;793
2010;octubre;Antigua;800
2010;noviembre;Antigua;815
2010;diciembre;Antigua;835
2011;enero;Antigua;805
2011;febrero;Antigua;791
2011;marzo;Antigua;791
2011;abril;Antigua;768
2011;mayo;Antigua;779
2011;junio;Antigua;751
2011;julio;Antigua;738
2011;agosto;Antigua;739
2011;septiembre;Antigua;708
2011;octubre;Antigua;708
2011;noviembre;Antigua;731
2011;diciembre;Antigua;733
2012;enero;Antigua;740
2012;febrero;Antigua;738
2012;marzo;Antigua;728
2012;abril;Antigua;713
2012;mayo;Antigua;715
2012;junio;Antigua;724
2012;julio;Antigua;700
2012;agosto;Antigua;702
2012;septiembre;Antigua;725
2012;octubre;Antigua;760
2012;noviembre;Antigua;756
2012;diciembre;Antigua;760
2013;enero;Antigua;736
2013;febrero;Antigua;731
2013;marzo;Antigua;695
2013;abril;Antigua;704
2013;mayo;Antigua;694
2013;junio;Antigua;676
2003;enero;Arrecife;4544
2003;febrero;Arrecife;4784
2003;marzo;Arrecife;4922
2003;abril;Arrecife;5301
2003;mayo;Arrecife;5415
2003;junio;Arrecife;5721
2003;julio;Arrecife;5816
2003;agosto;Arrecife;5713
2003;septiembre;Arrecife;5855
2003;octubre;Arrecife;6425
2003;noviembre;Arrecife;6842
2003;diciembre;Arrecife;6993
2004;enero;Arrecife;7430
2004;febrero;Arrecife;8059
2004;marzo;Arrecife;8652
2004;abril;Arrecife;9072
2004;mayo;Arrecife;9337
2004;junio;Arrecife;9223
2004;julio;Arrecife;8965
2004;agosto;Arrecife;8859
2004;septiembre;Arrecife;8898
2004;octubre;Arrecife;8921
2004;noviembre;Arrecife;8808
2004;diciembre;Arrecife;8698
2005;enero;Arrecife;8859
2005;febrero;Arrecife;9140
2005;marzo;Arrecife;9126
2005;abril;Arrecife;9371
2005;mayo;Arrecife;9441
2005;junio;Arrecife;9299
2005;julio;Arrecife;9052
2005;agosto;Arrecife;8796
2005;septiembre;Arrecife;8830
2005;octubre;Arrecife;8732
2005;noviembre;Arrecife;8683
2005;diciembre;Arrecife;8627
2006;enero;Arrecife;8696
2006;febrero;Arrecife;8667
2006;marzo;Arrecife;8598
2006;abril;Arrecife;8391
2006;mayo;Arrecife;8393
2006;junio;Arrecife;8243
2006;julio;Arrecife;8146
2006;agosto;Arrecife;8103
2006;septiembre;Arrecife;7947
2006;octubre;Arrecife;8263
2006;noviembre;Arrecife;8546
2006;diciembre;Arrecife;8622
2007;enero;Arrecife;8964
2007;febrero;Arrecife;9083
2007;marzo;Arrecife;9197
2007;abril;Arrecife;9327
2007;mayo;Arrecife;9543
2007;junio;Arrecife;9433
2007;julio;Arrecife;9400
2007;agosto;Arrecife;9407
2007;septiembre;Arrecife;9340
2007;octubre;Arrecife;9332
2007;noviembre;Arrecife;9326
2007;diciembre;Arrecife;9148
2008;enero;Arrecife;9313
2008;febrero;Arrecife;9281
2008;marzo;Arrecife;9277
2008;abril;Arrecife;9349
2008;mayo;Arrecife;9300
2008;junio;Arrecife;9092
2008;julio;Arrecife;8892
2008;agosto;Arrecife;8808
2008;septiembre;Arrecife;8739
2008;octubre;Arrecife;8615
2008;noviembre;Arrecife;8591
2008;diciembre;Arrecife;8404
2009;enero;Arrecife;8339
2009;febrero;Arrecife;8456
2009;marzo;Arrecife;8449
2009;abril;Arrecife;8458
2009;mayo;Arrecife;8348
2009;junio;Arrecife;8223
2009;julio;Arrecife;8123
2009;agosto;Arrecife;7916
2009;septiembre;Arrecife;7806
2009;octubre;Arrecife;7806
2009;noviembre;Arrecife;7773
2009;diciembre;Arrecife;7675
2010;enero;Arrecife;7726
2010;febrero;Arrecife;7640
2010;marzo;Arrecife;7520
2010;abril;Arrecife;7488
2010;mayo;Arrecife;7413
2010;junio;Arrecife;7226
2010;julio;Arrecife;7058
2010;agosto;Arrecife;6993
2010;septiembre;Arrecife;6996
2010;octubre;Arrecife;7249
2010;noviembre;Arrecife;7349
2010;diciembre;Arrecife;7312
2011;enero;Arrecife;7319
2011;febrero;Arrecife;7062
2011;marzo;Arrecife;6967
2011;abril;Arrecife;6758
2011;mayo;Arrecife;6748
2011;junio;Arrecife;6666
2011;julio;Arrecife;6557
2011;agosto;Arrecife;6505
2011;septiembre;Arrecife;6381
2011;octubre;Arrecife;6480
2011;noviembre;Arrecife;6580
2011;diciembre;Arrecife;6364
2012;enero;Arrecife;6364
2012;febrero;Arrecife;6447
2012;marzo;Arrecife;6465
2012;abril;Arrecife;6257
2012;mayo;Arrecife;6155
2012;junio;Arrecife;6077
2012;julio;Arrecife;6024
2012;agosto;Arrecife;5831
2012;septiembre;Arrecife;5990
2012;octubre;Arrecife;6149
2012;noviembre;Arrecife;6155
2012;diciembre;Arrecife;6160
2013;enero;Arrecife;6129
2013;febrero;Arrecife;6111
2013;marzo;Arrecife;5993
2013;abril;Arrecife;6017
2013;mayo;Arrecife;6063
2013;junio;Arrecife;5785
2003;enero;Artenara;68
2003;febrero;Artenara;64
2003;marzo;Artenara;67
2003;abril;Artenara;64
2003;mayo;Artenara;68
2003;junio;Artenara;73
2003;julio;Artenara;80
2003;agosto;Artenara;76
2003;septiembre;Artenara;76
2003;octubre;Artenara;72
2003;noviembre;Artenara;63
2003;diciembre;Artenara;62
2004;enero;Artenara;96
2004;febrero;Artenara;104
2004;marzo;Artenara;116
2004;abril;Artenara;117
2004;mayo;Artenara;111
2004;junio;Artenara;117
2004;julio;Artenara;98
2004;agosto;Artenara;94
2004;septiembre;Artenara;90
2004;octubre;Artenara;95
2004;noviembre;Artenara;77
2004;diciembre;Artenara;80
2005;enero;Artenara;94
2005;febrero;Artenara;105
2005;marzo;Artenara;100
2005;abril;Artenara;107
2005;mayo;Artenara;111
2005;junio;Artenara;111
2005;julio;Artenara;108
2005;agosto;Artenara;103
2005;septiembre;Artenara;118
2005;octubre;Artenara;129
2005;noviembre;Artenara;99
2005;diciembre;Artenara;98
2006;enero;Artenara;107
2006;febrero;Artenara;96
2006;marzo;Artenara;94
2006;abril;Artenara;72
2006;mayo;Artenara;67
2006;junio;Artenara;74
2006;julio;Artenara;81
2006;agosto;Artenara;88
2006;septiembre;Artenara;91
2006;octubre;Artenara;114
2006;noviembre;Artenara;149
2006;diciembre;Artenara;143
2007;enero;Artenara;153
2007;febrero;Artenara;160
2007;marzo;Artenara;158
2007;abril;Artenara;157
2007;mayo;Artenara;156
2007;junio;Artenara;151
2007;julio;Artenara;147
2007;agosto;Artenara;147
2007;septiembre;Artenara;145
2007;octubre;Artenara;143
2007;noviembre;Artenara;136
2007;diciembre;Artenara;138
2008;enero;Artenara;147
2008;febrero;Artenara;145
2008;marzo;Artenara;150
2008;abril;Artenara;151
2008;mayo;Artenara;148
2008;junio;Artenara;140
2008;julio;Artenara;150
2008;agosto;Artenara;140
2008;septiembre;Artenara;137
2008;octubre;Artenara;131
2008;noviembre;Artenara;131
2008;diciembre;Artenara;132
2009;enero;Artenara;125
2009;febrero;Artenara;137
2009;marzo;Artenara;134
2009;abril;Artenara;137
2009;mayo;Artenara;138
2009;junio;Artenara;129
2009;julio;Artenara;124
2009;agosto;Artenara;126
2009;septiembre;Artenara;100
2009;octubre;Artenara;95
2009;noviembre;Artenara;98
2009;diciembre;Artenara;96
2010;enero;Artenara;91
2010;febrero;Artenara;91
2010;marzo;Artenara;92
2010;abril;Artenara;94
2010;mayo;Artenara;91
2010;junio;Artenara;89
2010;julio;Artenara;96
2010;agosto;Artenara;104
2010;septiembre;Artenara;123
2010;octubre;Artenara;134
2010;noviembre;Artenara;129
2010;diciembre;Artenara;125
2011;enero;Artenara;124
2011;febrero;Artenara;120
2011;marzo;Artenara;114
2011;abril;Artenara;114
2011;mayo;Artenara;115
2011;junio;Artenara;117
2011;julio;Artenara;105
2011;agosto;Artenara;94
2011;septiembre;Artenara;92
2011;octubre;Artenara;97
2011;noviembre;Artenara;101
2011;diciembre;Artenara;103
2012;enero;Artenara;122
2012;febrero;Artenara;123
2012;marzo;Artenara;112
2012;abril;Artenara;106
2012;mayo;Artenara;109
2012;junio;Artenara;108
2012;julio;Artenara;103
2012;agosto;Artenara;89
2012;septiembre;Artenara;94
2012;octubre;Artenara;106
2012;noviembre;Artenara;101
2012;diciembre;Artenara;78
2013;enero;Artenara;87
2013;febrero;Artenara;74
2013;marzo;Artenara;82
2013;abril;Artenara;81
2013;mayo;Artenara;72
2013;junio;Artenara;75
2003;enero;Arucas;2965
2003;febrero;Arucas;3066
2003;marzo;Arucas;3136
2003;abril;Arucas;3271
2003;mayo;Arucas;3337
2003;junio;Arucas;3406
2003;julio;Arucas;3444
2003;agosto;Arucas;3401
2003;septiembre;Arucas;3492
2003;octubre;Arucas;3700
2003;noviembre;Arucas;3898
2003;diciembre;Arucas;3978
2004;enero;Arucas;4158
2004;febrero;Arucas;4472
2004;marzo;Arucas;4658
2004;abril;Arucas;4792
2004;mayo;Arucas;4804
2004;junio;Arucas;4729
2004;julio;Arucas;4707
2004;agosto;Arucas;4654
2004;septiembre;Arucas;4788
2004;octubre;Arucas;4753
2004;noviembre;Arucas;4759
2004;diciembre;Arucas;4751
2005;enero;Arucas;4801
2005;febrero;Arucas;4887
2005;marzo;Arucas;4997
2005;abril;Arucas;5136
2005;mayo;Arucas;5036
2005;junio;Arucas;5117
2005;julio;Arucas;5091
2005;agosto;Arucas;5143
2005;septiembre;Arucas;4920
2005;octubre;Arucas;4962
2005;noviembre;Arucas;4948
2005;diciembre;Arucas;4871
2006;enero;Arucas;4898
2006;febrero;Arucas;5020
2006;marzo;Arucas;5047
2006;abril;Arucas;4880
2006;mayo;Arucas;4824
2006;junio;Arucas;4682
2006;julio;Arucas;4750
2006;agosto;Arucas;4802
2006;septiembre;Arucas;4772
2006;octubre;Arucas;5022
2006;noviembre;Arucas;5131
2006;diciembre;Arucas;5168
2007;enero;Arucas;5381
2007;febrero;Arucas;5514
2007;marzo;Arucas;5653
2007;abril;Arucas;5724
2007;mayo;Arucas;5751
2007;junio;Arucas;5664
2007;julio;Arucas;5683
2007;agosto;Arucas;5719
2007;septiembre;Arucas;5682
2007;octubre;Arucas;5635
2007;noviembre;Arucas;5695
2007;diciembre;Arucas;5611
2008;enero;Arucas;5692
2008;febrero;Arucas;5709
2008;marzo;Arucas;5767
2008;abril;Arucas;5816
2008;mayo;Arucas;5835
2008;junio;Arucas;5779
2008;julio;Arucas;5858
2008;agosto;Arucas;5796
2008;septiembre;Arucas;5731
2008;octubre;Arucas;5775
2008;noviembre;Arucas;5724
2008;diciembre;Arucas;5486
2009;enero;Arucas;5561
2009;febrero;Arucas;5549
2009;marzo;Arucas;5521
2009;abril;Arucas;5468
2009;mayo;Arucas;5389
2009;junio;Arucas;5326
2009;julio;Arucas;5328
2009;agosto;Arucas;5328
2009;septiembre;Arucas;5312
2009;octubre;Arucas;5318
2009;noviembre;Arucas;5356
2009;diciembre;Arucas;5272
2010;enero;Arucas;5291
2010;febrero;Arucas;5268
2010;marzo;Arucas;5224
2010;abril;Arucas;5098
2010;mayo;Arucas;4976
2010;junio;Arucas;4872
2010;julio;Arucas;4841
2010;agosto;Arucas;4888
2010;septiembre;Arucas;4878
2010;octubre;Arucas;5001
2010;noviembre;Arucas;4997
2010;diciembre;Arucas;4976
2011;enero;Arucas;4938
2011;febrero;Arucas;4866
2011;marzo;Arucas;4828
2011;abril;Arucas;4722
2011;mayo;Arucas;4641
2011;junio;Arucas;4585
2011;julio;Arucas;4503
2011;agosto;Arucas;4570
2011;septiembre;Arucas;4563
2011;octubre;Arucas;4626
2011;noviembre;Arucas;4608
2011;diciembre;Arucas;4461
2012;enero;Arucas;4491
2012;febrero;Arucas;4414
2012;marzo;Arucas;4432
2012;abril;Arucas;4366
2012;mayo;Arucas;4246
2012;junio;Arucas;4225
2012;julio;Arucas;4274
2012;agosto;Arucas;4222
2012;septiembre;Arucas;4358
2012;octubre;Arucas;4322
2012;noviembre;Arucas;4251
2012;diciembre;Arucas;4203
2013;enero;Arucas;4263
2013;febrero;Arucas;4211
2013;marzo;Arucas;4172
2013;abril;Arucas;4137
2013;mayo;Arucas;4045
2013;junio;Arucas;3969
2003;enero;Betancuria;41
2003;febrero;Betancuria;44
2003;marzo;Betancuria;48
2003;abril;Betancuria;42
2003;mayo;Betancuria;49
2003;junio;Betancuria;44
2003;julio;Betancuria;43
2003;agosto;Betancuria;42
2003;septiembre;Betancuria;40
2003;octubre;Betancuria;44
2003;noviembre;Betancuria;40
2003;diciembre;Betancuria;43
2004;enero;Betancuria;38
2004;febrero;Betancuria;39
2004;marzo;Betancuria;37
2004;abril;Betancuria;39
2004;mayo;Betancuria;41
2004;junio;Betancuria;42
2004;julio;Betancuria;49
2004;agosto;Betancuria;44
2004;septiembre;Betancuria;42
2004;octubre;Betancuria;45
2004;noviembre;Betancuria;46
2004;diciembre;Betancuria;53
2005;enero;Betancuria;54
2005;febrero;Betancuria;66
2005;marzo;Betancuria;66
2005;abril;Betancuria;60
2005;mayo;Betancuria;60
2005;junio;Betancuria;64
2005;julio;Betancuria;55
2005;agosto;Betancuria;50
2005;septiembre;Betancuria;59
2005;octubre;Betancuria;63
2005;noviembre;Betancuria;43
2005;diciembre;Betancuria;36
2006;enero;Betancuria;39
2006;febrero;Betancuria;48
2006;marzo;Betancuria;53
2006;abril;Betancuria;40
2006;mayo;Betancuria;44
2006;junio;Betancuria;47
2006;julio;Betancuria;47
2006;agosto;Betancuria;47
2006;septiembre;Betancuria;48
2006;octubre;Betancuria;62
2006;noviembre;Betancuria;85
2006;diciembre;Betancuria;85
2007;enero;Betancuria;90
2007;febrero;Betancuria;91
2007;marzo;Betancuria;87
2007;abril;Betancuria;85
2007;mayo;Betancuria;88
2007;junio;Betancuria;87
2007;julio;Betancuria;85
2007;agosto;Betancuria;81
2007;septiembre;Betancuria;85
2007;octubre;Betancuria;80
2007;noviembre;Betancuria;83
2007;diciembre;Betancuria;80
2008;enero;Betancuria;82
2008;febrero;Betancuria;81
2008;marzo;Betancuria;85
2008;abril;Betancuria;87
2008;mayo;Betancuria;84
2008;junio;Betancuria;81
2008;julio;Betancuria;80
2008;agosto;Betancuria;81
2008;septiembre;Betancuria;79
2008;octubre;Betancuria;79
2008;noviembre;Betancuria;77
2008;diciembre;Betancuria;75
2009;enero;Betancuria;70
2009;febrero;Betancuria;70
2009;marzo;Betancuria;73
2009;abril;Betancuria;61
2009;mayo;Betancuria;65
2009;junio;Betancuria;68
2009;julio;Betancuria;61
2009;agosto;Betancuria;66
2009;septiembre;Betancuria;63
2009;octubre;Betancuria;63
2009;noviembre;Betancuria;63
2009;diciembre;Betancuria;68
2010;enero;Betancuria;66
2010;febrero;Betancuria;64
2010;marzo;Betancuria;66
2010;abril;Betancuria;66
2010;mayo;Betancuria;64
2010;junio;Betancuria;60
2010;julio;Betancuria;66
2010;agosto;Betancuria;62
2010;septiembre;Betancuria;62
2010;octubre;Betancuria;61
2010;noviembre;Betancuria;63
2010;diciembre;Betancuria;55
2011;enero;Betancuria;52
2011;febrero;Betancuria;57
2011;marzo;Betancuria;55
2011;abril;Betancuria;60
2011;mayo;Betancuria;55
2011;junio;Betancuria;54
2011;julio;Betancuria;47
2011;agosto;Betancuria;45
2011;septiembre;Betancuria;49
2011;octubre;Betancuria;53
2011;noviembre;Betancuria;47
2011;diciembre;Betancuria;46
2012;enero;Betancuria;52
2012;febrero;Betancuria;51
2012;marzo;Betancuria;48
2012;abril;Betancuria;44
2012;mayo;Betancuria;45
2012;junio;Betancuria;44
2012;julio;Betancuria;43
2012;agosto;Betancuria;44
2012;septiembre;Betancuria;42
2012;octubre;Betancuria;44
2012;noviembre;Betancuria;49
2012;diciembre;Betancuria;40
2013;enero;Betancuria;39
2013;febrero;Betancuria;40
2013;marzo;Betancuria;39
2013;abril;Betancuria;41
2013;mayo;Betancuria;40
2013;junio;Betancuria;48
2003;enero;Firgas;586
2003;febrero;Firgas;602
2003;marzo;Firgas;612
2003;abril;Firgas;627
2003;mayo;Firgas;624
2003;junio;Firgas;637
2003;julio;Firgas;667
2003;agosto;Firgas;671
2003;septiembre;Firgas;671
2003;octubre;Firgas;683
2003;noviembre;Firgas;698
2003;diciembre;Firgas;718
2004;enero;Firgas;742
2004;febrero;Firgas;804
2004;marzo;Firgas;830
2004;abril;Firgas;857
2004;mayo;Firgas;880
2004;junio;Firgas;876
2004;julio;Firgas;885
2004;agosto;Firgas;873
2004;septiembre;Firgas;865
2004;octubre;Firgas;867
2004;noviembre;Firgas;877
2004;diciembre;Firgas;872
2005;enero;Firgas;872
2005;febrero;Firgas;908
2005;marzo;Firgas;954
2005;abril;Firgas;979
2005;mayo;Firgas;966
2005;junio;Firgas;956
2005;julio;Firgas;985
2005;agosto;Firgas;982
2005;septiembre;Firgas;946
2005;octubre;Firgas;944
2005;noviembre;Firgas;931
2005;diciembre;Firgas;903
2006;enero;Firgas;923
2006;febrero;Firgas;954
2006;marzo;Firgas;968
2006;abril;Firgas;932
2006;mayo;Firgas;896
2006;junio;Firgas;891
2006;julio;Firgas;898
2006;agosto;Firgas;880
2006;septiembre;Firgas;915
2006;octubre;Firgas;952
2006;noviembre;Firgas;1023
2006;diciembre;Firgas;1022
2007;enero;Firgas;1032
2007;febrero;Firgas;1077
2007;marzo;Firgas;1076
2007;abril;Firgas;1083
2007;mayo;Firgas;1081
2007;junio;Firgas;1080
2007;julio;Firgas;1098
2007;agosto;Firgas;1109
2007;septiembre;Firgas;1096
2007;octubre;Firgas;1079
